Date,Open,High,Low,Close,Adj Close,Volume
2000-01-03,148.25,148.25,143.875,145.4375,95.30877685546875,8164300
2000-01-04,143.53125,144.0625,139.640625,139.75,91.58164978027344,8089800
2000-01-05,139.9375,141.53125,137.25,140.0,91.74546813964844,12177900
2000-01-06,139.625,141.5,137.75,137.75,90.2710189819336,6227200
2000-01-07,140.3125,145.75,140.0625,145.75,95.5135726928711,8066500
2000-01-10,146.25,146.90625,145.03125,146.25,95.8412857055664,5741700
2000-01-11,145.8125,146.09375,143.5,144.5,94.6944580078125,7503700
2000-01-12,144.59375,144.59375,142.875,143.0625,93.75244140625,6907700
2000-01-13,144.46875,145.75,143.28125,145.0,95.0220947265625,5158300
2000-01-14,146.53125,147.46875,145.96875,146.96875,96.31230163574219,7437300
2000-01-18,145.34375,146.625,145.1875,145.8125,95.5545425415039,6488500
2000-01-19,145.3125,147.0,145.0,147.0,96.33272552490234,6157900
2000-01-20,146.96875,146.96875,143.8125,144.75,94.85824584960938,5800100
2000-01-21,145.5,145.5,144.0625,144.4375,94.65347290039062,6244800
2000-01-24,145.65625,145.84375,139.40625,140.34375,91.97075653076172,7896900
2000-01-25,140.515625,141.9375,139.0,141.9375,93.01516723632812,9942500
2000-01-26,141.0,141.546875,140.09375,140.8125,92.27790832519531,5158100
2000-01-27,141.84375,142.21875,138.125,140.25,91.90931701660156,10922700
2000-01-28,139.4375,140.0625,135.53125,135.875,89.04228210449219,11916200
2000-01-31,135.8125,139.671875,135.0,139.5625,91.45879364013672,10768700
2000-02-01,139.75,141.6875,138.53125,140.9375,92.35986328125,8419900
2000-02-02,141.28125,142.25,140.375,141.0625,92.44176483154297,6205900
2000-02-03,140.875,143.25,140.0,143.1875,93.83433532714844,7997500
2000-02-04,143.1875,144.0,142.125,142.59375,93.44523620605469,4925400
2000-02-07,142.5625,142.78125,141.4375,142.375,93.30184936523438,5845800
2000-02-08,143.96875,144.5625,143.625,144.3125,94.5715560913086,4936400
2000-02-09,144.46875,144.46875,141.265625,141.28125,92.5851058959961,8511500
2000-02-10,141.625,142.5625,140.875,141.5625,92.76941680908203,6690600
2000-02-11,141.84375,141.9375,138.03125,138.6875,90.8853530883789,9849800
2000-02-14,139.78125,139.78125,138.3125,139.5,91.4178466796875,8528800
2000-02-15,139.25,141.21875,137.796875,141.078125,92.45201110839844,11078300
2000-02-16,140.375,140.9375,138.796875,139.0,91.09012603759766,8845400
2000-02-17,140.4375,140.4375,138.21875,138.28125,90.61911010742188,7584200
2000-02-18,138.875,138.875,134.625,135.3125,88.67364501953125,9409200
2000-02-22,135.1875,136.34375,133.53125,134.96875,88.44837951660156,16415400
2000-02-23,135.625,137.46875,134.5,136.5625,89.4927749633789,12119000
2000-02-24,136.6875,137.03125,133.09375,133.8125,87.69066619873047,17375000
2000-02-25,135.1875,136.71875,133.125,133.328125,87.37322235107422,10559900
2000-02-28,133.375,136.6875,132.71875,136.125,89.20612335205078,13397800
2000-02-29,136.0625,137.4375,135.75,137.4375,90.06621551513672,8242500
2000-03-01,137.625,139.0,137.21875,138.4375,90.72151184082031,6868000
2000-03-02,138.6875,139.125,137.34375,138.53125,90.78297424316406,7600200
2000-03-03,140.4375,141.71875,139.71875,141.125,92.48268127441406,12770300
2000-03-06,140.8125,141.34375,138.75,139.75,91.58164978027344,11967100
2000-03-07,140.0,140.15625,135.21875,137.046875,89.81021118164062,20062000
2000-03-08,136.46875,137.84375,135.03125,136.875,89.69757843017578,11808500
2000-03-09,137.25,140.875,136.125,140.875,92.31889343261719,5500900
2000-03-10,140.1875,142.0,139.53125,140.125,91.82738494873047,7924600
2000-03-13,136.6875,140.46875,135.6875,138.59375,90.82396697998047,10540500
2000-03-14,139.28125,140.09375,136.15625,136.625,89.53375244140625,8263900
2000-03-15,136.875,140.4375,136.0625,139.8125,91.62261199951172,10300800
2000-03-16,141.625,146.84375,140.875,146.34375,95.90272521972656,25601400
2000-03-17,145.8125,148.0,145.4375,146.9375,96.5364761352539,10272900
2000-03-20,146.875,147.34375,144.78125,146.1875,96.04383087158203,12502300
2000-03-21,145.53125,149.75,144.5,149.1875,98.01475524902344,13612600
2000-03-22,149.5625,150.84375,148.6875,150.09375,98.61014556884766,8260000
2000-03-23,149.15625,153.46875,149.15625,152.65625,100.29371643066406,11654500
2000-03-24,152.875,155.75,151.71875,153.5625,100.88911437988281,11462900
2000-03-27,153.375,153.78125,151.8125,151.9375,99.82147979736328,8798600
2000-03-28,151.25,152.984375,150.59375,151.0625,99.2466049194336,6334400
2000-03-29,151.5625,152.484375,149.65625,151.21875,99.3492431640625,6747500
2000-03-30,150.15625,151.921875,147.125,148.6875,97.686279296875,9491900
2000-03-31,149.625,152.3125,148.4375,150.375,98.79492950439453,9249100
2000-04-03,150.125,151.25,148.6875,151.25,99.36974334716797,8508200
2000-04-04,151.75,153.0,141.390625,150.125,98.63067626953125,19585500
2000-04-05,147.875,150.8125,147.625,149.1875,98.01475524902344,8387200
2000-04-06,150.25,151.6875,149.0,150.484375,98.86680603027344,6378500
2000-04-07,151.5625,152.125,150.5,151.4375,99.49300384521484,6023600
2000-04-10,151.75,153.109375,150.3125,150.84375,99.10286712646484,9624200
2000-04-11,150.0,151.625,148.375,150.40625,98.81547546386719,9006400
2000-04-12,150.375,151.15625,146.15625,146.28125,96.10539245605469,10779200
2000-04-13,147.46875,148.15625,143.78125,144.25,94.7708511352539,12225800
2000-04-14,142.625,142.8125,133.5,136.0,89.35070037841797,29604000
2000-04-17,135.1875,140.75,134.6875,140.75,92.47137451171875,23918200
2000-04-18,140.5625,144.46875,139.78125,144.46875,94.91458892822266,11069200
2000-04-19,144.5,145.125,142.53125,143.125,94.03174591064453,6553700
2000-04-20,143.5625,143.9375,142.375,143.8125,94.48343658447266,8537600
2000-04-24,141.5,143.3125,140.5,142.25,93.45686340332031,12893100
2000-04-25,144.625,148.15625,144.4375,148.15625,97.33721923828125,14102000
2000-04-26,147.96875,148.75,146.0,146.484375,96.2388916015625,7711100
2000-04-27,143.0,147.34375,143.0,146.0,95.92060852050781,15595300
2000-04-28,147.0,147.859375,145.0625,145.09375,95.32521057128906,8743400
2000-05-01,146.5625,148.484375,145.84375,147.0625,96.6186294555664,7328300
2000-05-02,145.5,147.125,144.125,144.125,94.68873596191406,9411900
2000-05-03,144.0,144.0,139.78125,140.75,92.47137451171875,12630700
2000-05-04,142.0,142.359375,140.75,141.8125,93.16946411132812,5963600
2000-05-05,141.0625,144.0,140.9375,143.53125,94.2986831665039,7862400
2000-05-08,142.75,143.375,141.84375,142.453125,93.59029388427734,5064100
2000-05-09,143.0625,143.40625,140.265625,141.3125,92.84097290039062,5620300
2000-05-10,140.5,140.96875,137.75,138.125,90.74678802490234,10293900
2000-05-11,140.125,141.5,139.125,141.28125,92.8204116821289,7091100
2000-05-12,141.8125,143.46875,141.625,142.8125,93.82647705078125,5960800
2000-05-15,142.75,145.609375,142.0,145.28125,95.4483871459961,4441300
2000-05-16,146.5625,147.71875,145.3125,146.6875,96.37228393554688,8192200
2000-05-17,145.6875,146.1875,144.46875,145.15625,95.36629486083984,5907200
2000-05-18,145.625,146.3125,143.375,143.375,94.19600677490234,4325600
2000-05-19,142.5625,143.234375,140.40625,141.125,92.71772766113281,6518400
2000-05-22,141.25,141.46875,137.0,140.0625,92.01970672607422,10839400
2000-05-23,140.4375,140.8125,137.5625,138.0,90.66468048095703,7979200
2000-05-24,138.0,140.6875,136.5,140.25,92.1429214477539,11081500
2000-05-25,140.6875,141.8125,137.71875,137.84375,90.56202697753906,8278900
2000-05-26,138.8125,139.6875,137.328125,138.0,90.66468048095703,4814000
2000-05-30,140.0,142.9375,139.46875,142.5,93.62110900878906,5362700
2000-05-31,142.5625,144.0,142.09375,142.8125,93.82647705078125,6056500
2000-06-01,143.6875,145.4375,143.0,145.3125,95.46892547607422,8961600
2000-06-02,148.9375,149.09375,147.484375,147.84375,97.13192749023438,8962200
2000-06-05,147.46875,148.21875,146.875,147.125,96.65966796875,6998100
2000-06-06,146.625,147.78125,145.90625,146.46875,96.22855377197266,4858900
2000-06-07,146.625,148.0,146.0,147.484375,96.89585876464844,4919500
2000-06-08,147.5,147.75,146.0625,146.90625,96.51603698730469,5723100
2000-06-09,147.5,147.96875,145.625,146.59375,96.3106918334961,3085300
2000-06-12,146.96875,146.96875,144.875,144.875,95.1815185546875,3678900
2000-06-13,144.8125,147.75,144.625,147.59375,96.96766662597656,6558700
2000-06-14,148.25,148.875,147.1875,147.84375,97.13192749023438,6420500
2000-06-15,148.125,148.75,146.84375,148.15625,97.33721923828125,5881200
2000-06-16,148.3125,148.3125,145.875,146.59375,96.5374526977539,5567900
2000-06-19,146.46875,149.15625,146.25,148.46875,97.77220916748047,5106900
2000-06-20,148.1875,148.875,147.0,147.9375,97.42233276367188,6480000
2000-06-21,146.9375,148.4375,146.890625,147.875,97.3812026977539,3115000
2000-06-22,147.5625,147.6875,145.0,145.625,95.89952087402344,7490500
2000-06-23,145.8125,146.125,143.875,144.375,95.07632446289062,4863300
2000-06-26,145.375,146.25,144.875,146.234375,96.3008041381836,5201300
2000-06-27,145.984375,146.71875,145.015625,145.15625,95.5908203125,4159500
2000-06-28,145.625,146.984375,145.3125,145.5625,95.85831451416016,5347700
2000-06-29,144.75,145.75,143.515625,144.1875,94.95286560058594,6345700
2000-06-30,143.9375,145.59375,143.890625,145.28125,95.67311096191406,7420200
2000-07-03,145.4375,147.4375,145.1875,147.28125,96.99019622802734,1436600
2000-07-05,146.375,146.65625,144.375,144.625,95.24095916748047,2748200
2000-07-06,144.9375,146.46875,144.21875,145.75,95.9817886352539,5963200
2000-07-07,146.6875,148.78125,146.25,148.09375,97.52525329589844,3034800
2000-07-10,147.875,148.90625,147.53125,147.84375,97.36061096191406,2816100
2000-07-11,147.46875,149.125,147.15625,148.15625,97.56639099121094,5431600
2000-07-12,149.28125,150.125,148.6875,149.125,98.20439147949219,5883000
2000-07-13,149.984375,150.375,149.1875,149.78125,98.6364974975586,5356000
2000-07-14,150.4375,151.25,149.671875,151.25,99.60371398925781,5341900
2000-07-17,150.984375,151.984375,150.6875,151.0,99.43907165527344,4208300
2000-07-18,150.625,150.625,149.34375,149.765625,98.6262435913086,4262100
2000-07-19,149.46875,149.90625,148.25,148.5625,97.83390045166016,8506800
2000-07-20,149.0,150.625,148.8125,150.625,99.19221496582031,4538900
2000-07-21,149.75,149.75,147.6875,147.6875,97.2576904296875,5656900
2000-07-24,148.125,148.859375,146.5625,146.84375,96.7021255493164,5628500
2000-07-25,147.75,147.84375,146.78125,147.3125,97.01071166992188,4757100
2000-07-26,146.96875,147.15625,145.640625,145.875,96.06411743164062,12062500
2000-07-27,145.9375,146.625,144.6875,145.375,95.7348403930664,7652600
2000-07-28,145.71875,145.90625,141.515625,142.09375,93.5740737915039,6229500
2000-07-31,142.9375,144.125,142.0625,143.0,94.17083740234375,5265500
2000-08-01,143.625,144.71875,143.125,143.875,94.7470703125,3946600
2000-08-02,143.875,145.40625,143.625,144.59375,95.22039031982422,7439800
2000-08-03,142.875,145.8125,142.625,145.59375,95.87893676757812,4607100
2000-08-04,146.3125,146.71875,145.40625,146.375,96.39344024658203,3686600
2000-08-07,146.71875,148.4375,146.375,148.125,97.54582977294922,4159800
2000-08-08,147.5,148.8125,147.5,148.6875,97.91627502441406,3658700
2000-08-09,149.140625,149.21875,147.375,147.4375,97.09307098388672,5383800
2000-08-10,147.53125,147.859375,146.28125,146.71875,96.6197280883789,4193400
2000-08-11,146.625,148.0,145.5625,147.40625,97.07247924804688,5089400
2000-08-14,147.78125,149.5625,147.0625,149.28125,98.3072280883789,2966700
2000-08-15,149.34375,149.8125,148.5625,149.15625,98.2249526977539,5564600
2000-08-16,149.3125,149.9375,147.84375,148.625,97.8751220703125,5191600
2000-08-17,148.6875,150.4375,148.34375,150.1875,98.90406799316406,5652200
2000-08-18,150.375,150.375,149.21875,149.6875,98.57474517822266,4626400
2000-08-21,150.03125,150.71875,149.40625,150.5,99.10980987548828,2380600
2000-08-22,150.5625,151.3125,150.09375,150.25,98.94524383544922,3075300
2000-08-23,149.8125,151.28125,149.28125,150.84375,99.33619689941406,5483200
2000-08-24,151.15625,151.5,150.5,151.3125,99.64488983154297,4529000
2000-08-25,151.15625,151.625,150.9375,151.25,99.60371398925781,2822200
2000-08-28,151.25,152.90625,151.25,151.765625,99.943359375,5518700
2000-08-29,151.4375,151.875,150.90625,151.796875,99.96390533447266,3561900
2000-08-30,151.3125,151.5,150.34375,150.34375,99.0069580078125,3964800
2000-08-31,151.0625,153.09375,150.90625,152.34375,100.32401275634766,4863100
2000-09-01,153.25,153.59375,152.0,152.5,100.42695617675781,3191200
2000-09-05,151.875,152.203125,150.8125,151.28125,99.6243667602539,3470800
2000-09-06,151.1875,151.953125,149.53125,149.5625,98.49249267578125,4322200
2000-09-07,150.25,151.078125,149.828125,150.84375,99.33619689941406,4265500
2000-09-08,150.28125,150.5,149.328125,149.8125,98.6571044921875,3518200
2000-09-11,149.75,151.1875,148.6875,149.59375,98.51302337646484,3937500
2000-09-12,149.75,150.25,148.4375,148.5,97.79276275634766,4769100
2000-09-13,148.0,149.34375,147.65625,148.890625,98.050048828125,7691600
2000-09-14,149.875,149.9375,148.15625,149.640625,98.54397583007812,3397100
2000-09-15,148.1875,148.25,146.0,146.0,96.38796997070312,4085700
2000-09-18,146.375,146.96875,144.203125,144.65625,95.5008544921875,5109300
2000-09-19,145.125,146.3125,144.703125,145.96875,96.36734008789062,6588200
2000-09-20,145.6875,146.03125,143.15625,144.890625,95.65558624267578,6508100
2000-09-21,144.46875,145.5625,142.625,142.6875,94.20110321044922,5972300
2000-09-22,142.625,145.3125,142.421875,145.28125,95.9134521484375,7791300
2000-09-25,145.9375,146.0625,143.71875,144.25,95.23262786865234,9726300
2000-09-26,144.375,145.0,142.40625,142.40625,94.0154037475586,5302400
2000-09-27,143.5625,143.96875,142.125,143.15625,94.51058959960938,7186200
2000-09-28,143.1875,146.328125,142.890625,145.0,95.727783203125,7036400
2000-09-29,145.46875,145.96875,143.625,143.625,94.81999206542969,9333600
2000-10-02,144.28125,144.90625,143.140625,143.84375,94.96444702148438,5517800
2000-10-03,144.53125,145.75,142.28125,142.5,94.0772933959961,9347200
2000-10-04,142.875,144.25,141.75,143.6875,94.8613052368164,6148900
2000-10-05,143.40625,144.84375,143.3125,144.1875,95.19142150878906,4566900
2000-10-06,143.875,144.640625,139.75,141.0625,93.12826538085938,10014900
2000-10-09,141.3125,141.3125,139.375,140.0,92.42683410644531,4508000
2000-10-10,140.09375,141.25,137.6875,137.6875,90.90016174316406,6104700
2000-10-11,137.625,138.625,135.125,136.53125,90.13679504394531,10346000
2000-10-12,137.28125,137.59375,132.78125,133.125,87.88804626464844,12336900
2000-10-13,132.9375,137.65625,132.875,137.5625,90.81761932373047,11778800
2000-10-16,137.40625,138.234375,136.6875,138.1875,91.23027038574219,5659000
2000-10-17,138.4375,138.5625,134.40625,134.75,88.96080780029297,7831700
2000-10-18,132.625,136.125,130.15625,134.25,88.63072967529297,10897300
2000-10-19,136.84375,139.453125,136.4375,139.3125,91.97289276123047,8767300
2000-10-20,138.375,141.1875,138.375,139.90625,92.36492156982422,7373500
2000-10-23,139.9375,141.03125,138.9375,140.53125,92.77759552001953,5290000
2000-10-24,140.96875,141.9375,139.0,139.59375,92.15860748291016,5750700
2000-10-25,138.75,139.5625,136.125,136.3125,89.99238586425781,9137600
2000-10-26,137.125,137.65625,134.03125,136.6875,90.23995208740234,9345800
2000-10-27,137.875,139.28125,136.625,139.28125,91.95230865478516,9762900
2000-10-30,138.4375,141.09375,138.15625,140.53125,92.77759552001953,10154100
2000-10-31,141.015625,143.6875,140.0625,142.953125,94.3764877319336,7752400
2000-11-01,142.25,143.25,141.21875,142.46875,94.05670166015625,6753600
2000-11-02,143.15625,143.90625,142.515625,142.703125,94.21142578125,11395100
2000-11-03,143.46875,143.75,142.375,142.78125,94.26294708251953,5187100
2000-11-06,143.15625,144.296875,143.03125,143.78125,94.9232177734375,4042500
2000-11-07,143.140625,144.0,142.5625,143.75,94.90260314941406,5231300
2000-11-08,144.0625,144.0625,140.5625,140.5625,92.79821014404297,6123300
2000-11-09,140.0,141.21875,137.25,140.03125,92.44747161865234,10635300
2000-11-10,139.0,139.46875,136.53125,136.625,90.19873046875,8569500
2000-11-13,135.625,136.984375,133.015625,135.5625,89.49723815917969,17285300
2000-11-14,137.46875,139.625,137.0,139.125,91.84918212890625,7668900
2000-11-15,139.0625,140.109375,137.75,139.5625,92.13799285888672,8837700
2000-11-16,138.578125,139.875,137.3125,137.375,90.69384765625,6684100
2000-11-17,137.3125,139.0,135.75,136.640625,90.208984375,6551100
2000-11-20,135.75,136.375,134.3125,134.6875,88.91956329345703,5458500
2000-11-21,134.875,136.1875,133.515625,135.375,89.37348175048828,7684300
2000-11-22,134.34375,134.875,132.125,132.140625,87.23814392089844,5736900
2000-11-24,133.625,134.96875,133.625,134.84375,89.0227279663086,3411600
2000-11-27,136.46875,136.6875,135.3125,136.03125,89.80669403076172,5992000
2000-11-28,135.125,136.59375,133.640625,133.6875,88.25936889648438,5336100
2000-11-29,134.375,135.90625,133.265625,133.4375,88.09432220458984,6914100
2000-11-30,132.5,133.5,129.75,132.28125,87.33099365234375,11201600
2000-12-01,133.1875,134.0625,131.0,132.21875,87.28970336914062,7587200
2000-12-04,131.875,133.875,131.5,133.34375,88.03242492675781,6996600
2000-12-05,134.875,138.25,134.40625,137.71875,90.92078399658203,8883400
2000-12-06,137.78125,138.34375,135.03125,135.515625,89.46634674072266,12888000
2000-12-07,134.875,135.875,133.65625,133.65625,88.23873901367188,6529100
2000-12-08,137.0625,139.46875,133.875,133.96875,88.44505310058594,10276300
2000-12-11,137.375,139.5625,136.71875,138.625,91.5190658569336,6405600
2000-12-12,138.1875,138.8125,137.375,138.03125,91.12706756591797,5022900
2000-12-13,139.25,139.40625,136.03125,136.140625,89.87886810302734,6070500
2000-12-14,135.875,136.5,134.03125,134.40625,88.73387908935547,7678400
2000-12-15,133.125,133.125,130.5625,130.96875,86.72970581054688,9065300
2000-12-18,132.0625,133.46875,131.765625,132.71875,87.88856506347656,7235400
2000-12-19,132.46875,134.96875,130.015625,130.015625,86.0985107421875,9616600
2000-12-20,128.625,128.9375,126.09375,126.25,83.60486602783203,9994300
2000-12-21,126.0,128.859375,125.53125,127.125,84.18428802490234,14331500
2000-12-22,129.0,131.109375,128.84375,130.9375,86.70901489257812,10182900
2000-12-26,130.84375,132.34375,130.28125,132.34375,87.64022064208984,4665300
2000-12-27,131.75,133.734375,131.25,133.3125,88.28178405761719,4854100
2000-12-28,132.8125,133.875,132.59375,133.71875,88.55075073242188,8358700
2000-12-29,134.0625,134.28125,131.1875,131.1875,86.87458038330078,8774600
2001-01-02,132.0,132.15625,127.5625,128.8125,85.30179595947266,8737500
2001-01-03,128.3125,136.0,127.65625,135.0,89.39925384521484,19431600
2001-01-04,134.9375,135.46875,133.0,133.546875,88.43696594238281,9219000
2001-01-05,133.46875,133.625,129.1875,129.1875,85.55011749267578,12911400
2001-01-08,129.875,130.1875,127.6875,130.1875,86.2123031616211,6625300
2001-01-09,131.046875,131.5,129.421875,129.84375,85.98471069335938,5702400
2001-01-10,129.0,132.125,128.8125,132.125,87.49536895751953,8746100
2001-01-11,131.09375,133.484375,131.09375,132.25,87.57816314697266,7245100
2001-01-12,132.6875,133.71875,131.28125,132.0,87.41263580322266,7244000
2001-01-16,132.0,133.1875,131.515625,132.84375,87.9713363647461,8542200
2001-01-17,134.84375,135.046875,132.640625,133.453125,88.37489318847656,7851400
2001-01-18,133.4375,135.703125,132.9375,134.78125,89.25438690185547,8107000
2001-01-19,136.1875,136.1875,133.875,134.015625,88.74738311767578,7782500
2001-01-22,134.25,135.78125,133.5625,134.90625,89.33717346191406,7050900
2001-01-23,134.46875,136.65625,134.15625,135.96875,90.0407943725586,8463100
2001-01-24,136.25,137.3125,135.84375,136.375,90.30977630615234,6199900
2001-01-25,136.25,137.25,135.65625,136.03125,90.08213806152344,10818300
2001-01-26,135.15625,136.125,134.453125,135.875,89.97871398925781,7136800
2001-01-29,135.5,136.89999389648438,135.3699951171875,136.60000610351562,90.45882415771484,6705900
2001-01-30,136.3000030517578,137.9199981689453,135.7899932861328,137.8000030517578,91.25341796875,7069100
2001-01-31,137.39999389648438,138.6999969482422,136.60000610351562,137.02000427246094,90.7369613647461,9706900
2001-02-01,137.10000610351562,137.9499969482422,136.25,137.92999267578125,91.33950805664062,8239100
2001-02-02,137.39999389648438,137.99000549316406,134.75,134.8000030517578,89.2668228149414,8276600
2001-02-05,134.8000030517578,135.94000244140625,134.75,135.7899932861328,89.92243957519531,4352900
2001-02-06,135.3000030517578,136.6999969482422,135.22000122070312,135.38999938964844,89.65753173828125,7106700
2001-02-07,134.72000122070312,135.39999389648438,133.67999267578125,134.69000244140625,89.19395446777344,5748700
2001-02-08,134.8000030517578,135.39999389648438,133.10000610351562,133.1199951171875,88.15422058105469,5943300
2001-02-09,133.35000610351562,133.35000610351562,131.25999450683594,131.83999633789062,87.30662536621094,9913000
2001-02-12,131.6999969482422,133.5,131.6999969482422,133.35000610351562,88.30657196044922,5804400
2001-02-13,133.6999969482422,134.1699981689453,132.0,132.25999450683594,87.58479309082031,6587600
2001-02-14,132.64999389648438,132.64999389648438,130.66000366210938,132.05999755859375,87.45236206054688,8400100
2001-02-15,132.83999633789062,133.52000427246094,131.99000549316406,133.33999633789062,88.29997253417969,5929800
2001-02-16,131.0,131.2899932861328,129.3000030517578,130.39999389648438,86.35302734375,6434900
2001-02-20,131.0399932861328,131.13999938964844,128.10000610351562,128.38999938964844,85.02203369140625,5760000
2001-02-21,127.9000015258789,128.83999633789062,125.5,125.62000274658203,83.18768310546875,10910800
